Voltage U1;Corriente IA
34,67;46,36
34,7;46,57
34,72;46,79
34,74;47,02
34,77;47,28
34,79;47,54
34,82;47,8
34,84;48,02
34,87;48,34
34,89;48,59
34,92;48,88
34,94;49,13
34,96;49,35
34,99;49,55
35,01;49,76
35,04;49,87
35,06;49,96
35,09;49,98
35,11;50
35,14;50
35,16;50
35,18;50
35,21;50
35,23;50
35,26;50
35,28;50
35,31;50
35,33;50
35,36;50
35,38;50
35,4;50
35,43;50
35,45;50
35,48;50
35,5;50
35,53;50
35,55;50
35,57;50
35,6;50
35,62;50
35,65;50
35,67;50
35,7;50
35,72;50
35,75;50
35,77;50
35,79;50
35,82;50
35,84;50
35,87;50
35,89;50
35,92;50
35,94;50
35,97;50
35,99;50
36,01;50
36,04;50
36,06;50
36,09;50
36,11;50
36,14;50
36,16;50
36,19;50
36,21;50
36,23;50
36,26;50
36,28;50
36,31;50
36,33;50
36,36;50
36,38;50
36,41;50
36,43;50
36,45;50
36,48;50
36,5;50
36,53;50
36,55;50
36,58;50
36,6;50
36,62;50
36,65;50
36,67;50
36,7;50
36,72;50
36,75;50
36,77;50
36,8;50
36,82;50
36,84;50
36,87;50
36,89;50
36,92;50
36,94;50
36,97;50
36,99;50
37,02;50
37,04;50
37,06;50
37,09;50
37,11;50
37,14;50
37,16;50
37,19;50
37,21;50
37,24;50
37,26;50
37,28;50
37,31;50
37,33;50
37,36;50
37,38;50
37,41;50
37,43;50
37,46;50
37,48;50
37,5;50
37,53;50
37,55;50
37,58;50
37,6;50
37,63;50
37,65;50
37,68;50
37,7;50
37,72;50
37,75;50
37,77;50
37,8;50
37,82;50
37,85;50
37,87;50
37,89;50
37,92;50
37,94;50
37,97;50
37,99;50
38,02;50
38,04;50
38,07;50
38,09;50
38,11;50
38,14;50
38,16;50
38,19;50
38,21;50
38,24;50
38,26;50
38,29;50
38,31;50
38,33;50
38,36;50
38,38;50
38,41;50
38,43;50
38,46;50
38,48;50
38,51;50
38,53;50
38,55;50
38,58;50
38,6;50
38,63;50
38,65;50
38,68;50
38,7;50
38,73;50
38,75;50
38,77;50
38,8;50
38,82;50
38,85;50
38,87;50
38,9;50
38,92;50
38,94;50
38,97;50
38,99;50
39,02;50
39,04;50
39,07;50
39,09;50
39,12;50
39,14;50
39,16;50
39,19;50
39,21;50
39,24;50
39,26;50
39,29;50
39,31;50
39,34;50
39,36;50
39,38;50
39,41;50
39,43;50
39,46;50
39,48;50
39,51;50
39,53;50
39,56;50
39,58;50
39,6;50
39,63;50
39,65;50
39,68;50
39,7;50
39,73;50
39,75;50
39,78;50
39,8;50
39,82;50
39,85;50
39,87;50
39,9;50
39,92;50
39,95;50
39,97;50
39,99;50
40,02;50
40,04;50
40,07;50
40,09;50
40,12;50
40,14;50
40,17;50
40,19;50
40,21;50
40,24;50
40,26;50
40,29;50
40,31;50
40,34;50
40,36;50
40,39;50
40,41;50
40,43;50
40,46;50
40,48;50
40,51;50
40,53;50
40,56;50
40,58;50
40,61;50
40,63;50
40,65;50
40,68;50
40,7;50
40,73;50
40,75;50
40,78;50
40,8;50
40,83;50
40,85;50
40,87;50
40,9;50
40,92;50
40,95;50
40,97;50
41;50
41,02;50
41,05;50
41,07;50
41,09;50
41,12;50
41,14;50
41,17;50
41,19;50
41,22;50
41,24;50
41,26;50
41,29;50
41,31;50
41,34;50
41,36;50
41,39;50
41,41;50
41,44;50
41,46;50
41,48;50
41,51;50
41,53;50
41,56;50
41,58;50
41,61;50
41,63;50
41,66;50
41,68;50
41,7;50
41,73;50
41,75;50
41,78;50
41,8;50
41,83;50
41,85;50
41,88;50
41,9;50
41,92;50
41,95;50
41,97;50
42;50
42,02;50
42,05;50
42,07;50
42,1;50
42,12;50
42,14;50
42,17;50
42,19;50
42,22;50
42,24;50
42,27;50
42,29;50
42,31;50
42,34;50
42,36;50
42,39;50
42,41;50
42,44;50
42,46;50
42,49;50
42,51;50
42,53;50
42,56;50
42,58;50
42,61;50
42,63;50
42,66;50
42,68;50
42,71;50
42,73;50
42,75;50
42,78;50
42,8;50
42,83;50
42,85;50
42,88;50
42,9;50
42,93;50
42,95;50
42,97;50
43;50
43,02;50
43,05;50
43,07;50
43,1;50
43,12;50
43,15;50
43,17;50
43,19;50
43,22;50
43,24;50
43,27;50
43,29;50
43,32;50
43,34;50
43,36;50
43,39;50
43,41;50
43,44;50
43,46;50
43,49;50
43,51;50
43,54;50
43,56;50
43,58;50
43,61;50
43,63;50
43,66;50
43,68;50
43,71;50
43,73;50
43,76;50
43,78;50
43,8;50
43,83;50
43,85;50
43,88;50
43,9;50
43,93;50
43,95;50
43,98;50
44;50
44,02;50
44,05;50
44,07;50
44,1;50
44,12;50
44,15;50
44,17;50
44,2;50
44,22;50
44,24;50
44,27;50
44,29;50
44,32;50
44,34;50
44,37;50
44,39;50
44,41;50
44,44;50
44,46;50
44,49;50
44,51;50
44,54;50
44,56;50
44,59;50
44,61;50
44,63;50
44,66;50
44,68;50
44,71;50
44,73;50
44,76;50
44,78;50
44,81;50
44,83;50
44,85;50
44,88;50
44,9;50
44,93;50
44,95;50
44,98;50
45;50
45,03;50
45,05;50
45,07;50
45,1;50
45,12;50
45,15;50
45,17;50
45,2;50
45,22;50
45,25;50
45,27;50
45,29;50
45,32;50
45,34;50
45,37;50
45,39;50
45,42;50
45,44;50
45,47;50
45,49;50
45,51;50
45,54;50
45,56;50
45,59;50
45,61;50
45,64;50
45,66;50
45,68;50
45,71;50
45,73;50
45,76;50
45,78;50
45,81;50
45,83;50
45,86;50
45,88;50
45,9;50
45,93;50
45,95;50
45,98;50
46;50
46,03;50
46,05;50
